id,원발주처,적격발주처,적격심사기준,시행일,일반건설 (원),전문건설 (원),기타건설 (원),적격평가기준_세부
567,한국도로공사(PQ-고난도-지역의무-안전평가),한국도로공사,별표-3-3,2024-11-13,150000000000,,,
568,한국도로공사(PQ-고난도-지역의무-안전평가),한국도로공사,별표-3-3,2024-11-13,900000000000,,,
569,한국도로공사(PQ-고난도-지역의무),한국도로공사,별표-3-1,2024-11-13,50000000000,,,
570,한국도로공사(PQ-고난도-지역의무),한국도로공사,별표-3-1,2024-11-13,100000000000,,,
571,한국도로공사(PQ-고난도-지역의무),한국도로공사,별표-3-1,2024-11-13,150000000000,,,
572,한국도로공사(PQ-고난도-지역의무),한국도로공사,별표-3-1,2024-11-13,900000000000,,,
573,한국도로공사(PQ-고난도-안전평가),한국도로공사,별표-3-3,2024-11-13,50000000000,,,
574,한국도로공사(PQ-고난도-안전평가),한국도로공사,별표-3-3,2024-11-13,100000000000,,,
575,한국도로공사(PQ-고난도-안전평가),한국도로공사,별표-3-3,2024-11-13,150000000000,,,
576,한국도로공사(PQ-고난도-안전평가),한국도로공사,별표-3-3,2024-11-13,900000000000,,,
577,한국도로공사(PQ-고난도),한국도로공사,별표-3-1,2024-11-13,50000000000,,,
578,한국도로공사(PQ-고난도),한국도로공사,별표-3-1,2024-11-13,100000000000,,,
579,한국도로공사(PQ-고난도),한국도로공사,별표-3-1,2024-11-13,150000000000,,,
580,한국도로공사(PQ-고난도),한국도로공사,별표-3-1,2024-11-13,900000000000,,,
581,국방부(PQ),국방부,별표-3-1,2022-07-31,50000000000,,,
582,국방부(PQ),국방부,별표-3-1,2022-07-31,900000000000,,,
583,국방부(PQ-실적제한),국방부,별표-3-1,2022-07-31,50000000000,,,
584,국방부(PQ-실적제한),국방부,별표-3-1,2022-07-31,900000000000,,,
585,국방부(PQ-고난도-준설),국방부,별표-3-유형3,2022-07-31,50000000000,,,
586,국방부(PQ-고난도),국방부,별표-3-유형3,2022-07-31,50000000000,,,
587,국방부(PQ-고난도),국방부,별표-3-유형2,2022-07-31,50000000000,,,
588,국방부(PQ-고난도),국방부,별표-3-유형1,2022-07-31,50000000000,,,
589,국방부(PQ-고난도-준설),국방부,별표-3-유형3,2022-07-31,100000000000,,,
590,국방부(PQ-고난도),국방부,별표-3-유형3,2022-07-31,100000000000,,,
591,국방부(PQ-고난도),국방부,별표-3-유형2,2022-07-31,100000000000,,,
592,국방부(PQ-고난도),국방부,별표-3-유형1,2022-07-31,100000000000,,,
593,국방부(PQ-고난도-준설),국방부,별표-3-유형3,2022-07-31,900000000000,,,
594,국방부(PQ-고난도),국방부,별표-3-유형3,2022-07-31,900000000000,,,
595,국방부(PQ-고난도),국방부,별표-3-유형2,2022-07-31,900000000000,,,
596,국방부(PQ-고난도),국방부,별표-3-유형1,2022-07-31,900000000000,,,
597,한국공항공사(PQ-고난도),한국공항공사,별표-2-1,2024-03-14,30000000000,,,
598,한국공항공사(PQ-고난도),한국공항공사,별표-2-1,2024-03-14,50000000000,,,
599,한국공항공사(PQ-고난도),한국공항공사,별표-2-1,2024-03-14,100000000000,,,
600,한국공항공사(PQ-고난도),한국공항공사,별표-2-1,2024-03-14,150000000000,,,
601,한국공항공사(PQ-고난도),한국공항공사,별표-2-1,2024-03-14,900000000000,,,
602,한국공항공사(PQ-고난도-지역의무),한국공항공사,별표-2-2,2024-03-14,30000000000,,,
603,한국공항공사(PQ-고난도-지역의무),한국공항공사,별표-2-2,2024-03-14,50000000000,,,
604,한국공항공사(PQ-고난도-지역의무),한국공항공사,별표-2-2,2024-03-14,100000000000,,,
605,한국공항공사(PQ-고난도-지역의무),한국공항공사,별표-2-2,2024-03-14,150000000000,,,
606,한국공항공사(PQ-고난도-지역의무),한국공항공사,별표-2-2,2024-03-14,900000000000,,,
607,한국공항공사(PQ-실적제한),한국공항공사,별표-2-3,2024-03-14,30000000000,30000000000,30000000000,
608,한국공항공사(PQ-실적제한),한국공항공사,별표-2-3,2024-03-14,50000000000,50000000000,50000000000,
609,한국공항공사(PQ-실적제한),한국공항공사,별표-2-3,2024-03-14,150000000000,150000000000,150000000000,
610,한국공항공사(PQ-실적제한),한국공항공사,별표-2-3,2024-03-14,900000000000,900000000000,900000000000,
611,한국공항공사(PQ-실적제한-지역의무),한국공항공사,별표-2-4,2024-03-14,30000000000,30000000000,30000000000,
612,한국공항공사(PQ-실적제한-지역의무),한국공항공사,별표-2-4,2024-03-14,50000000000,50000000000,50000000000,
613,한국공항공사(PQ-실적제한-지역의무),한국공항공사,별표-2-4,2024-03-14,150000000000,150000000000,150000000000,
614,한국공항공사(PQ-실적제한-지역의무),한국공항공사,별표-2-4,2024-03-14,900000000000,900000000000,900000000000,
615,한국공항공사(PQ),한국공항공사,별표-2-5,2024-03-14,50000000000,50000000000,50000000000,
616,한국공항공사(PQ),한국공항공사,별표-2-5,2024-03-14,150000000000,150000000000,150000000000,
617,한국공항공사(PQ),한국공항공사,별표-2-5,2024-03-14,900000000000,900000000000,900000000000,
618,한국공항공사(PQ-지역의무),한국공항공사,별표-2-6,2024-03-14,50000000000,50000000000,50000000000,
619,한국공항공사(PQ-지역의무),한국공항공사,별표-2-6,2024-03-14,150000000000,150000000000,150000000000,
620,한국공항공사(PQ-지역의무),한국공항공사,별표-2-6,2024-03-14,900000000000,900000000000,900000000000,
621,한국석유공사(PQ-고난도),한국석유공사,별표-1,2024-03-14,50000000000,,,
622,한국석유공사(PQ-고난도),한국석유공사,별표-1,2024-03-14,100000000000,,,
623,한국석유공사(PQ-고난도),한국석유공사,별표-1,2024-03-14,150000000000,,,
624,한국석유공사(PQ-고난도),한국석유공사,별표-1,2024-03-14,900000000000,,,
625,한국석유공사(PQ-고난도-지역의무),한국석유공사,별표-1,2024-03-14,50000000000,,,
626,한국석유공사(PQ-고난도-지역의무),한국석유공사,별표-1,2024-03-14,100000000000,,,
627,한국석유공사(PQ-고난도-지역의무),한국석유공사,별표-1,2024-03-14,150000000000,,,
628,한국석유공사(PQ-고난도-지역의무),한국석유공사,별표-1,2024-03-14,900000000000,,,
629,한국석유공사(PQ-실적제한),한국석유공사,별표-2,2024-03-14,50000000000,,,
630,한국석유공사(PQ-실적제한),한국석유공사,별표-2,2024-03-14,100000000000,,,
631,한국석유공사(PQ-실적제한),한국석유공사,별표-2,2024-03-14,150000000000,,,
632,한국석유공사(PQ-실적제한),한국석유공사,별표-2,2024-03-14,900000000000,,,
633,한국석유공사(PQ-실적제한-지역의무),한국석유공사,별표-2,2024-03-14,50000000000,,,
634,한국석유공사(PQ-실적제한-지역의무),한국석유공사,별표-2,2024-03-14,100000000000,,,
635,한국석유공사(PQ-실적제한-지역의무),한국석유공사,별표-2,2024-03-14,150000000000,,,
636,한국석유공사(PQ-실적제한-지역의무),한국석유공사,별표-2,2024-03-14,900000000000,,,
637,한국석유공사(PQ),한국석유공사,별표-2,2024-03-14,50000000000,,,
638,한국석유공사(PQ),한국석유공사,별표-2,2024-03-14,100000000000,,,
639,한국석유공사(PQ),한국석유공사,별표-2,2024-03-14,150000000000,,,
640,한국석유공사(PQ),한국석유공사,별표-2,2024-03-14,900000000000,,,
641,한국석유공사(PQ-지역의무),한국석유공사,별표-2,2024-03-14,50000000000,,,
642,한국석유공사(PQ-지역의무),한국석유공사,별표-2,2024-03-14,100000000000,,,
643,한국석유공사(PQ-지역의무),한국석유공사,별표-2,2024-03-14,150000000000,,,
644,한국석유공사(PQ-지역의무),한국석유공사,별표-2,2024-03-14,900000000000,,,
645,한국지역난방공사(PQ-고난도),한국지역난방공사,별표-1-1,2025-01-07,50000000000,,,
646,한국지역난방공사(PQ-고난도),한국지역난방공사,별표-1-1,2025-01-07,100000000000,,,
647,한국지역난방공사(PQ-고난도),한국지역난방공사,별표-1-1,2025-01-07,150000000000,,,
648,한국지역난방공사(PQ-고난도),한국지역난방공사,별표-1-1,2025-01-07,900000000000,,,
649,한국지역난방공사(PQ-고난도-지역의무),한국지역난방공사,별표-1-1,2025-01-07,50000000000,,,
650,한국지역난방공사(PQ-고난도-지역의무),한국지역난방공사,별표-1-1,2025-01-07,100000000000,,,
651,한국지역난방공사(PQ-고난도-지역의무),한국지역난방공사,별표-1-1,2025-01-07,150000000000,,,
652,한국지역난방공사(PQ-고난도-지역의무),한국지역난방공사,별표-1-1,2025-01-07,900000000000,,,
653,한국지역난방공사(PQ-실적제한),한국지역난방공사,별표-1-2,2025-01-07,50000000000,,,
654,한국지역난방공사(PQ-실적제한),한국지역난방공사,별표-1-2,2025-01-07,100000000000,,,
655,한국지역난방공사(PQ-실적제한),한국지역난방공사,별표-1-2,2025-01-07,150000000000,,,
656,한국지역난방공사(PQ-실적제한),한국지역난방공사,별표-1-2,2025-01-07,900000000000,,,
657,한국지역난방공사(PQ-실적제한-지역의무),한국지역난방공사,별표-1-2,2025-01-07,50000000000,,,
658,한국지역난방공사(PQ-실적제한-지역의무),한국지역난방공사,별표-1-2,2025-01-07,100000000000,,,
659,한국지역난방공사(PQ-실적제한-지역의무),한국지역난방공사,별표-1-2,2025-01-07,150000000000,,,
660,한국지역난방공사(PQ-실적제한-지역의무),한국지역난방공사,별표-1-2,2025-01-07,900000000000,,,
661,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,50000000000,,,
662,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,75000000000,,,
663,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,100000000000,,,
664,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,150000000000,,,
665,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,250000000000,,,
666,한국가스공사(PQ-고난도),한국가스공사,별표-2-1,2025-01-19,900000000000,,,
667,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,50000000000,,,
668,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,75000000000,,,
669,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,100000000000,,,
670,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,150000000000,,,
671,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,250000000000,,,
672,한국가스공사(PQ-고난도-지역의무),한국가스공사,별표-2-2,2025-01-19,900000000000,,,
673,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,50000000000,,,
674,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,75000000000,,,
675,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,100000000000,,,
676,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,150000000000,,,
677,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,250000000000,,,
678,한국가스공사(PQ-실적제한),한국가스공사,별표-2-3,2025-01-19,900000000000,,,
679,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,50000000000,,,
680,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,75000000000,,,
681,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,100000000000,,,
682,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,150000000000,,,
683,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,250000000000,,,
684,한국가스공사(PQ-실적제한-지역의무),한국가스공사,별표-2-4,2025-01-19,900000000000,,,
685,한국수자원공사(PQ-안전평가),한국수자원공사,별표-4-2,2025-09-14,50000000000,,,
686,한국수자원공사(PQ-안전평가),한국수자원공사,별표-4-2,2025-09-14,100000000000,,,
687,한국수자원공사(PQ-안전평가),한국수자원공사,별표-4-2,2025-09-14,150000000000,,,
688,한국수자원공사(PQ-안전평가),한국수자원공사,별표-4-2,2025-09-14,900000000000,,,
689,한국수자원공사(PQ),한국수자원공사,별표-4-1,2025-09-14,50000000000,,,
690,한국수자원공사(PQ),한국수자원공사,별표-4-1,2025-09-14,100000000000,,,
691,한국수자원공사(PQ),한국수자원공사,별표-4-1,2025-09-14,150000000000,,,
692,한국수자원공사(PQ),한국수자원공사,별표-4-1,2025-09-14,900000000000,,,
693,한국수자원공사(PQ-실적제한-지역의무-안전평가),한국수자원공사,별표-4-2,2025-09-14,50000000000,,,
694,한국수자원공사(PQ-실적제한-지역의무-안전평가),한국수자원공사,별표-4-2,2025-09-14,100000000000,,,
695,한국수자원공사(PQ-실적제한-지역의무-안전평가),한국수자원공사,별표-4-2,2025-09-14,150000000000,,,
696,한국수자원공사(PQ-실적제한-지역의무-안전평가),한국수자원공사,별표-4-2,2025-09-14,900000000000,,,
697,한국수자원공사(PQ-실적제한-지역의무),한국수자원공사,별표-4-1,2025-09-14,50000000000,,,
698,한국수자원공사(PQ-실적제한-지역의무),한국수자원공사,별표-4-1,2025-09-14,100000000000,,,
699,한국수자원공사(PQ-실적제한-지역의무),한국수자원공사,별표-4-1,2025-09-14,150000000000,,,
700,한국수자원공사(PQ-실적제한-지역의무),한국수자원공사,별표-4-1,2025-09-14,900000000000,,,
701,한국수자원공사(PQ-실적제한-안전평가),한국수자원공사,별표-4-2,2025-09-14,50000000000,,,
702,한국수자원공사(PQ-실적제한-안전평가),한국수자원공사,별표-4-2,2025-09-14,100000000000,,,
703,한국수자원공사(PQ-실적제한-안전평가),한국수자원공사,별표-4-2,2025-09-14,150000000000,,,
704,한국수자원공사(PQ-실적제한-안전평가),한국수자원공사,별표-4-2,2025-09-14,900000000000,,,
705,한국수자원공사(PQ-실적제한),한국수자원공사,별표-4-1,2025-09-14,50000000000,,,
706,한국수자원공사(PQ-실적제한),한국수자원공사,별표-4-1,2025-09-14,100000000000,,,
707,한국수자원공사(PQ-실적제한),한국수자원공사,별표-4-1,2025-09-14,150000000000,,,
708,한국수자원공사(PQ-실적제한),한국수자원공사,별표-4-1,2025-09-14,900000000000,,,
709,한국수자원공사(PQ-고난도-지역의무-안전평가),한국수자원공사,별표-3-2,2025-09-14,50000000000,,,
710,한국수자원공사(PQ-고난도-지역의무-안전평가),한국수자원공사,별표-3-2,2025-09-14,100000000000,,,
711,한국수자원공사(PQ-고난도-지역의무-안전평가),한국수자원공사,별표-3-2,2025-09-14,150000000000,,,
712,한국수자원공사(PQ-고난도-지역의무-안전평가),한국수자원공사,별표-3-2,2025-09-14,900000000000,,,
713,한국수자원공사(PQ-고난도-지역의무),한국수자원공사,별표-3-1,2025-09-14,50000000000,,,
714,한국수자원공사(PQ-고난도-지역의무),한국수자원공사,별표-3-1,2025-09-14,100000000000,,,
715,한국수자원공사(PQ-고난도-지역의무),한국수자원공사,별표-3-1,2025-09-14,150000000000,,,
716,한국수자원공사(PQ-고난도-지역의무),한국수자원공사,별표-3-1,2025-09-14,900000000000,,,
717,한국수자원공사(PQ-고난도-안전평가),한국수자원공사,별표-3-2,2025-09-14,50000000000,,,
718,한국수자원공사(PQ-고난도-안전평가),한국수자원공사,별표-3-2,2025-09-14,100000000000,,,
719,한국수자원공사(PQ-고난도-안전평가),한국수자원공사,별표-3-2,2025-09-14,150000000000,,,
720,한국수자원공사(PQ-고난도-안전평가),한국수자원공사,별표-3-2,2025-09-14,900000000000,,,
721,한국수자원공사(PQ-고난도),한국수자원공사,별표-3-1,2025-09-14,50000000000,,,
722,한국수자원공사(PQ-고난도),한국수자원공사,별표-3-1,2025-09-14,100000000000,,,
723,한국수자원공사(PQ-고난도),한국수자원공사,별표-3-1,2025-09-14,150000000000,,,
724,한국수자원공사(PQ-고난도),한국수자원공사,별표-3-1,2025-09-14,900000000000,,,
725,한국마사회,한국마사회,별표-5,2024-06-11,,,80000000,
726,한국마사회,한국마사회,별표-5,2024-06-11,,200000000,,
727,한국마사회,한국마사회,별표-5,2024-06-11,200000000,,,
728,한국마사회,한국마사회,별표-4,2024-06-11,,,300000000,
729,한국마사회,한국마사회,별표-4,2024-06-11,,300000000,,
730,한국마사회,한국마사회,별표-4,2024-06-11,300000000,,,
731,한국마사회,한국마사회,별표-3,2024-06-11,,1000000000,,
732,한국마사회,한국마사회,별표-3,2024-06-11,1000000000,,,
733,한국마사회,한국마사회,별표-2,2024-06-11,,,1000000000,
734,한국마사회,한국마사회,별표-2,2024-06-11,,,5000000000,
735,한국마사회,한국마사회,별표-2,2024-06-11,,5000000000,,
736,한국마사회,한국마사회,별표-2,2024-06-11,5000000000,,,
737,한국마사회,한국마사회,별표-1,2024-06-11,,10000000000,10000000000,
738,한국마사회,한국마사회,별표-1,2024-06-11,10000000000,,,
739,한국철도공사(철도궤도),한국철도공사,별표-5,2024-03-18,,300000000,,
740,한국철도공사(철도궤도),한국철도공사,별표-4,2024-03-18,,1000000000,,
741,한국철도공사(철도궤도),한국철도공사,별표-3,2024-03-18,,5000000000,,
742,한국철도공사(철도궤도),한국철도공사,별표-2,2024-03-18,,10000000000,,
743,한국철도공사(간이종심제-철도궤도),한국철도공사,별표-1-5,2024-03-18,,30000000000,,
744,한국전력공사(가공송전-단가),한국전력공사,50억미만,2025-10-31,,,5000000000,
745,한국전력공사(변전설비-단가),한국전력공사,50억미만,2025-10-31,,,5000000000,
746,한국전력공사,한국전력공사,100억미만,2024-09-29,,,10000000000,
747,한국전력공사,한국전력공사,100억미만,2024-09-29,,10000000000,,
748,한국전력공사,한국전력공사,100억미만,2024-09-29,10000000000,,,
749,한국전력공사(배전공가),한국전력공사,3억미만,2025-07-29,,,300000000,
750,한국전력공사(수급지점),한국전력공사,3억미만,2025-10-29,,,330000000,
751,한국전력공사(수급지점),한국전력공사,11억미만,2025-10-29,,,1100000000,
752,한국전력공사(수급지점),한국전력공사,55억미만,2025-10-29,,,5500000000,
753,한국전력공사(화재확산방지),한국전력공사,2억미만,2025-06-30,,200000000,,
754,한국전력공사(화재확산방지),한국전력공사,3억미만,2025-06-30,,300000000,,
755,한국전력공사(화재확산방지),한국전력공사,10억미만,2025-06-30,,1000000000,,
756,한국전력공사(화재확산방지),한국전력공사,50억미만,2025-06-30,,5000000000,,
757,국방부(종심제-토목),국방부,별표-1-1,2024-12-12,50000000000,,,
758,국방부(종심제-토목),국방부,별표-1-1,2024-12-12,75000000000,,,
759,국방부(종심제-토목),국방부,별표-1-1,2024-12-12,100000000000,,,
760,국방부(종심제-토목),국방부,별표-1-1,2024-12-12,150000000000,,,
761,국방부(종심제-토목),국방부,별표-1-1,2024-12-12,900000000000,,,
762,국방부(종심제-건축),국방부,별표-1-1,2024-12-12,50000000000,,,
763,국방부(종심제-건축),국방부,별표-1-1,2024-12-12,75000000000,,,
764,국방부(종심제-건축),국방부,별표-1-1,2024-12-12,100000000000,,,
765,국방부(종심제-건축),국방부,별표-1-1,2024-12-12,150000000000,,,
766,국방부(종심제-건축),국방부,별표-1-1,2024-12-12,900000000000,,,
767,국방부(종심제-산업환경설비),국방부,별표-1-1,2024-12-12,50000000000,,,
768,국방부(종심제-산업환경설비),국방부,별표-1-1,2024-12-12,900000000000,,,
769,국방부(종심제-조경),국방부,별표-1-1,2024-12-12,50000000000,,,
770,국방부(종심제-조경),국방부,별표-1-1,2024-12-12,900000000000,,,
771,국방부(종심제-준설),국방부,별표-1-1,2024-12-12,,50000000000,,
772,국방부(종심제-준설),국방부,별표-1-1,2024-12-12,,900000000000,,
773,국방부(종심제-고난도),국방부,별표-1-2,2024-12-12,30000000000,,,
774,국방부(종심제-고난도),국방부,별표-1-2,2024-12-12,50000000000,,,
775,국방부(종심제-고난도),국방부,별표-1-2,2024-12-12,100000000000,,,
776,국방부(종심제-고난도),국방부,별표-1-2,2024-12-12,900000000000,,,
777,국방부(간이종심제-실적제한),국방부,별표-1-4,2024-12-12,30000000000,30000000000,30000000000,
778,국방부(종심제-실적제한),국방부,별표-1-3,2024-12-12,50000000000,50000000000,50000000000,
779,국방부(종심제-실적제한),국방부,별표-1-3,2024-12-12,900000000000,900000000000,900000000000,
780,국방부(간이종심제-건축),국방부,별표-1-5,2024-12-12,30000000000,,,
781,국방부(간이종심제-토목),국방부,별표-1-5,2024-12-12,30000000000,,,
782,국방부(간이종심제-준설),국방부,별표-1-5,2024-12-12,,30000000000,,
783,국방부(간이종심제),국방부,별표-1-5,2024-12-12,30000000000,30000000000,30000000000,
784,인천국제공항공사,인천국제공항공사,별표-5,2025-03-13,,,80000000,
785,인천국제공항공사,인천국제공항공사,별표-5,2025-03-13,,200000000,,
786,인천국제공항공사,인천국제공항공사,별표-5,2025-03-13,200000000,,,
787,인천국제공항공사,인천국제공항공사,별표-4,2025-03-13,,,300000000,
788,인천국제공항공사,인천국제공항공사,별표-4,2025-03-13,,300000000,,
789,인천국제공항공사,인천국제공항공사,별표-4,2025-03-13,300000000,,,
790,인천국제공항공사,인천국제공항공사,별표-3,2025-03-13,,1000000000,,
791,인천국제공항공사,인천국제공항공사,별표-3,2025-03-13,1000000000,,,
792,인천국제공항공사,인천국제공항공사,별표-2,2025-03-13,,,1000000000,
793,인천국제공항공사,인천국제공항공사,별표-2,2025-03-13,,,5000000000,
794,인천국제공항공사,인천국제공항공사,별표-2,2025-03-13,,5000000000,,
795,인천국제공항공사,인천국제공항공사,별표-2,2025-03-13,5000000000,,,
796,인천국제공항공사,인천국제공항공사,별표-1,2025-03-13,,10000000000,10000000000,
797,인천국제공항공사,인천국제공항공사,별표-1,2025-03-13,10000000000,,,
798,조달청(종심제-토목),조달청,별표-1-1,2025-11-30,50000000000,,,
799,조달청(종심제-토목),조달청,별표-1-1,2025-11-30,75000000000,,,
800,조달청(종심제-토목),조달청,별표-1-1,2025-11-30,100000000000,,,
801,조달청(종심제-토목),조달청,별표-1-1,2025-11-30,150000000000,,,
802,조달청(종심제-토목),조달청,별표-1-1,2025-11-30,900000000000,,,
803,조달청(종심제-건축),조달청,별표-1-1,2025-11-30,50000000000,,,
804,조달청(종심제-건축),조달청,별표-1-1,2025-11-30,75000000000,,,
805,조달청(종심제-건축),조달청,별표-1-1,2025-11-30,100000000000,,,
806,조달청(종심제-건축),조달청,별표-1-1,2025-11-30,150000000000,,,
807,조달청(종심제-건축),조달청,별표-1-1,2025-11-30,900000000000,,,
808,조달청(종심제-산업환경설비),조달청,별표-1-1,2025-11-30,50000000000,,,
809,조달청(종심제-산업환경설비),조달청,별표-1-1,2025-11-30,900000000000,,,
810,조달청(종심제-조경),조달청,별표-1-1,2025-11-30,50000000000,,,
811,조달청(종심제-조경),조달청,별표-1-1,2025-11-30,900000000000,,,
812,조달청(종심제-준설),조달청,별표-1-1,2025-11-30,,50000000000,,
813,조달청(종심제-준설),조달청,별표-1-1,2025-11-30,,900000000000,,
814,조달청(종심제-고난도),조달청,별표-1-2,2025-11-30,30000000000,,,
815,조달청(종심제-고난도),조달청,별표-1-2,2025-11-30,50000000000,,,
816,조달청(종심제-고난도),조달청,별표-1-2,2025-11-30,100000000000,,,
817,조달청(종심제-고난도),조달청,별표-1-2,2025-11-30,900000000000,,,
818,조달청(간이종심제-실적제한),조달청,별표-1-4,2025-11-30,30000000000,,,
819,조달청(간이종심제-실적제한),조달청,별표-1-4,2025-11-30,,30000000000,30000000000,
820,조달청(종심제-실적제한),조달청,별표-1-3,2025-11-30,50000000000,50000000000,50000000000,
821,조달청(종심제-실적제한),조달청,별표-1-3,2025-11-30,900000000000,900000000000,900000000000,
822,조달청(간이종심제-건축),조달청,별표-1-5,2025-11-30,30000000000,,,
823,조달청(간이종심제-토목),조달청,별표-1-5,2025-11-30,30000000000,,,
824,조달청(간이종심제-준설),조달청,별표-1-5,2025-11-30,,30000000000,,
825,조달청(간이종심제),조달청,별표-1-5,2025-11-30,30000000000,30000000000,30000000000,
826,한국전력공사(순시위탁),한국전력공사,8천미만,2025-06-30,,,80000000,
827,한국전력공사(순시위탁),한국전력공사,3억미만,2025-06-30,,,300000000,
828,한국전력공사(순시위탁),한국전력공사,10억미만,2025-06-30,,,1000000000,
829,한국전력공사(순시위탁),한국전력공사,50억미만,2025-06-30,,,5000000000,
830,한국전력공사(순시위탁),한국전력공사,100억미만,2025-06-30,,,10000000000,
